products-list__link href,img src,exclusive-new,brand,price,original_price,discount_percent,product_link,image_link,product_name,rating,discounted_price,original_price.1,discount_percent.1,offer_price,customer_review,material_type,delivery_time_estimate,product_category,delivery_speed_category
https://www.example.com/product/1056,https://assets.example.com/product_1056.jpg,TRENDING,Flexura,₹1291,₹3772,65%,https://www.example.com/product/1056,https://www.example.com/images/product_1056.jpg,Flexura Ethnicwear 360,1.7,1107,3772,65%,1225,Stylish and comfortable,Cotton,5-7 days,Ethnicwear,Fast
https://www.example.com/product/1057,https://assets.example.com/product_1057.jpg,TRENDING,StrideMax,₹4340,₹6085,28%,https://www.example.com/product/1057,https://www.example.com/images/product_1057.jpg,StrideMax Shirts 916,2.9,4170,6085,28%,4255,Value for money,Linen,4-5 days,Shirts,Slow
https://www.example.com/product/1058,https://assets.example.com/product_1058.jpg,Limited Edition,DenimCraft,₹1161,₹1388,16%,https://www.example.com/product/1058,https://www.example.com/images/product_1058.jpg,DenimCraft Shirts 100,4.0,1036,1388,16%,1135,Excellent product!,Cotton,1-2 weeks,Shirts,Fast
https://www.example.com/product/1059,https://assets.example.com/product_1059.jpg,TRENDING,Luxora,₹2384,₹3717,35%,https://www.example.com/product/1059,https://www.example.com/images/product_1059.jpg,Luxora Shirts 386,4.7,2334,3717,35%,2294,Average quality,Cotton,2-3 days,Shirts,Slow
https://www.example.com/product/1060,https://assets.example.com/product_1060.jpg,TRENDING,NeoThreads,₹2837,₹5555,48%,https://www.example.com/product/1060,https://www.example.com/images/product_1060.jpg,NeoThreads Accessories 329,1.7,2716,5555,48%,2738,Excellent product!,Synthetic,2-3 days,Accessories,Fast
https://www.example.com/product/1061,https://assets.example.com/product_1061.jpg,TRENDING,NeoThreads,₹3041,₹4851,37%,https://www.example.com/product/1061,https://www.example.com/images/product_1061.jpg,NeoThreads Jeans 379,3.8,2906,4851,37%,2952,Not worth the price,Cotton,1-2 weeks,Jeans,Slow
https://www.example.com/product/1062,https://assets.example.com/product_1062.jpg,TRENDING,UrbanEdge,₹549,₹3294,83%,https://www.example.com/product/1062,https://www.example.com/images/product_1062.jpg,UrbanEdge Sportswear 554,4.3,429,3294,83%,457,Not worth the price,Cotton,5-7 days,Sportswear,Slow
https://www.example.com/product/1063,https://assets.example.com/product_1063.jpg,Limited Edition,NeoThreads,₹3204,₹4082,21%,https://www.example.com/product/1063,https://www.example.com/images/product_1063.jpg,NeoThreads Jackets 126,2.8,3081,4082,21%,3143,Excellent product!,Leather,4-5 days,Jackets,Moderate
https://www.example.com/product/1064,https://assets.example.com/product_1064.jpg,NEW,AeroStyle,₹2810,₹3572,21%,https://www.example.com/product/1064,https://www.example.com/images/product_1064.jpg,AeroStyle T-Shirts 305,1.1,2754,3572,21%,2754,Stylish and comfortable,Linen,5-7 days,T-Shirts,Slow
https://www.example.com/product/1065,https://assets.example.com/product_1065.jpg,NEW,UrbanEdge,₹3031,₹4202,27%,https://www.example.com/product/1065,https://www.example.com/images/product_1065.jpg,UrbanEdge Shirts 282,4.0,2973,4202,27%,2941,Could be better,Linen,4-5 days,Shirts,Fast
https://www.example.com/product/1066,https://assets.example.com/product_1066.jpg,TRENDING,StrideMax,₹1183,₹3855,69%,https://www.example.com/product/1066,https://www.example.com/images/product_1066.jpg,StrideMax Jeans 202,3.1,1084,3855,69%,1111,Very satisfied,Nylon,5-7 days,Jeans,Slow
https://www.example.com/product/1067,https://assets.example.com/product_1067.jpg,Bestseller,DenimCraft,₹2701,₹3660,26%,https://www.example.com/product/1067,https://www.example.com/images/product_1067.jpg,DenimCraft Footwear 805,3.3,2647,3660,26%,2667,Average quality,Denim,2-3 days,Footwear,Moderate
https://www.example.com/product/1068,https://assets.example.com/product_1068.jpg,BESTSELLER,VogueLift,₹2070,₹4083,49%,https://www.example.com/product/1068,https://www.example.com/images/product_1068.jpg,VogueLift Jeans 213,3.5,1872,4083,49%,2012,Not worth the price,Silk,2-3 days,Jeans,Slow
https://www.example.com/product/1069,https://assets.example.com/product_1069.jpg,Bestseller,VogueLift,₹3832,₹5919,35%,https://www.example.com/product/1069,https://www.example.com/images/product_1069.jpg,VogueLift Footwear 476,2.0,3637,5919,35%,3783,Value for money,Polyester,1-2 weeks,Footwear,Fast
https://www.example.com/product/1070,https://assets.example.com/product_1070.jpg,BESTSELLER,Flexura,₹2975,₹4872,38%,https://www.example.com/product/1070,https://www.example.com/images/product_1070.jpg,Flexura Shirts 451,3.4,2796,4872,38%,2904,Very satisfied,Linen,5-7 days,Shirts,Moderate
https://www.example.com/product/1071,https://assets.example.com/product_1071.jpg,TRENDING,Flexura,₹4532,₹6200,26%,https://www.example.com/product/1071,https://www.example.com/images/product_1071.jpg,Flexura T-Shirts 900,4.5,4366,6200,26%,4444,Very satisfied,Denim,4-5 days,T-Shirts,Fast
https://www.example.com/product/1072,https://assets.example.com/product_1072.jpg,TRENDING,UrbanEdge,₹1059,₹2339,54%,https://www.example.com/product/1072,https://www.example.com/images/product_1072.jpg,UrbanEdge Ethnicwear 436,1.0,872,2339,54%,1021,Could be better,Synthetic,2-3 days,Ethnicwear,Fast
https://www.example.com/product/1073,https://assets.example.com/product_1073.jpg,TRENDING,Luxora,₹305,₹808,62%,https://www.example.com/product/1073,https://www.example.com/images/product_1073.jpg,Luxora Handbags 203,2.0,140,808,62%,261,Highly recommended,Synthetic,5-7 days,Handbags,Slow
https://www.example.com/product/1074,https://assets.example.com/product_1074.jpg,Bestseller,StrideMax,₹2010,₹3757,46%,https://www.example.com/product/1074,https://www.example.com/images/product_1074.jpg,StrideMax Jackets 100,1.1,1812,3757,46%,1990,Not worth the price,Denim,4-5 days,Jackets,Slow
https://www.example.com/product/1075,https://assets.example.com/product_1075.jpg,BESTSELLER,ZyraWear,₹2511,₹5126,51%,https://www.example.com/product/1075,https://www.example.com/images/product_1075.jpg,ZyraWear Footwear 960,3.1,2376,5126,51%,2459,Value for money,Linen,4-5 days,Footwear,Fast
https://www.example.com/product/1076,https://assets.example.com/product_1076.jpg,TRENDING,AeroStyle,₹3552,₹4941,28%,https://www.example.com/product/1076,https://www.example.com/images/product_1076.jpg,AeroStyle Jackets 332,4.6,3374,4941,28%,3481,Average quality,Leather,4-5 days,Jackets,Moderate
https://www.example.com/product/1077,https://assets.example.com/product_1077.jpg,BESTSELLER,Luxora,₹316,₹2894,89%,https://www.example.com/product/1077,https://www.example.com/images/product_1077.jpg,Luxora Shirts 475,2.6,133,2894,89%,246,Stylish and comfortable,Nylon,5-7 days,Shirts,Slow
https://www.example.com/product/1078,https://assets.example.com/product_1078.jpg,Limited Edition,VogueLift,₹4590,₹5157,10%,https://www.example.com/product/1078,https://www.example.com/images/product_1078.jpg,VogueLift Jeans 898,2.6,4537,5157,10%,4517,Could be better,Silk,2-3 days,Jeans,Moderate
https://www.example.com/product/1079,https://assets.example.com/product_1079.jpg,Limited Edition,UrbanEdge,₹3756,₹5551,32%,https://www.example.com/product/1079,https://www.example.com/images/product_1079.jpg,UrbanEdge Jackets 636,4.2,3641,5551,32%,3667,Average quality,Nylon,1-2 weeks,Jackets,Fast
https://www.example.com/product/1080,https://assets.example.com/product_1080.jpg,Bestseller,VogueLift,₹2001,₹3074,34%,https://www.example.com/product/1080,https://www.example.com/images/product_1080.jpg,VogueLift Ethnicwear 900,4.4,1812,3074,34%,1981,Not worth the price,Silk,5-7 days,Ethnicwear,Moderate
https://www.example.com/product/1081,https://assets.example.com/product_1081.jpg,BESTSELLER,StrideMax,₹2627,₹3936,33%,https://www.example.com/product/1081,https://www.example.com/images/product_1081.jpg,StrideMax Jackets 588,2.4,2487,3936,33%,2567,Not worth the price,Leather,4-5 days,Jackets,Fast
https://www.example.com/product/1082,https://assets.example.com/product_1082.jpg,Bestseller,ZyraWear,₹1257,₹2315,45%,https://www.example.com/product/1082,https://www.example.com/images/product_1082.jpg,ZyraWear Jeans 873,1.2,1190,2315,45%,1180,Stylish and comfortable,Leather,5-7 days,Jeans,Fast
https://www.example.com/product/1083,https://assets.example.com/product_1083.jpg,Bestseller,NeoThreads,₹1878,₹4809,60%,https://www.example.com/product/1083,https://www.example.com/images/product_1083.jpg,NeoThreads Footwear 851,3.5,1813,4809,60%,1854,Excellent product!,Nylon,1-2 weeks,Footwear,Slow
https://www.example.com/product/1084,https://assets.example.com/product_1084.jpg,TRENDING,StrideMax,₹3008,₹5440,44%,https://www.example.com/product/1084,https://www.example.com/images/product_1084.jpg,StrideMax Jeans 820,3.3,2896,5440,44%,2922,Not worth the price,Denim,5-7 days,Jeans,Moderate
https://www.example.com/product/1085,https://assets.example.com/product_1085.jpg,Limited Edition,UrbanEdge,₹696,₹1360,48%,https://www.example.com/product/1085,https://www.example.com/images/product_1085.jpg,UrbanEdge Jeans 735,2.1,640,1360,48%,658,Average quality,Synthetic,1-2 weeks,Jeans,Moderate
https://www.example.com/product/1086,https://assets.example.com/product_1086.jpg,TRENDING,StrideMax,₹1154,₹3859,70%,https://www.example.com/product/1086,https://www.example.com/images/product_1086.jpg,StrideMax Jeans 865,2.6,1039,3859,70%,1111,Very satisfied,Denim,2-3 days,Jeans,Fast
https://www.example.com/product/1087,https://assets.example.com/product_1087.jpg,Bestseller,TruStep,₹1671,₹3264,48%,https://www.example.com/product/1087,https://www.example.com/images/product_1087.jpg,TruStep Shirts 601,4.1,1556,3264,48%,1573,Could be better,Leather,1-2 weeks,Shirts,Slow
https://www.example.com/product/1088,https://assets.example.com/product_1088.jpg,Bestseller,ZyraWear,₹2696,₹3124,13%,https://www.example.com/product/1088,https://www.example.com/images/product_1088.jpg,ZyraWear Jackets 222,1.1,2561,3124,13%,2666,Excellent product!,Leather,5-7 days,Jackets,Slow
https://www.example.com/product/1089,https://assets.example.com/product_1089.jpg,NEW,Flexura,₹1421,₹3392,58%,https://www.example.com/product/1089,https://www.example.com/images/product_1089.jpg,Flexura T-Shirts 578,3.2,1320,3392,58%,1336,Not worth the price,Denim,4-5 days,T-Shirts,Moderate
https://www.example.com/product/1090,https://assets.example.com/product_1090.jpg,Limited Edition,VogueLift,₹1794,₹2837,36%,https://www.example.com/product/1090,https://www.example.com/images/product_1090.jpg,VogueLift Sportswear 287,3.6,1744,2837,36%,1761,Value for money,Leather,1-2 weeks,Sportswear,Fast
https://www.example.com/product/1091,https://assets.example.com/product_1091.jpg,NEW,AeroStyle,₹4309,₹6527,33%,https://www.example.com/product/1091,https://www.example.com/images/product_1091.jpg,AeroStyle T-Shirts 707,3.5,4127,6527,33%,4244,Value for money,Denim,1-2 weeks,T-Shirts,Moderate
https://www.example.com/product/1092,https://assets.example.com/product_1092.jpg,TRENDING,TruStep,₹4201,₹4676,10%,https://www.example.com/product/1092,https://www.example.com/images/product_1092.jpg,TruStep Shirts 929,4.2,4041,4676,10%,4180,Stylish and comfortable,Linen,4-5 days,Shirts,Moderate
https://www.example.com/product/1093,https://assets.example.com/product_1093.jpg,Limited Edition,AeroStyle,₹835,₹2146,61%,https://www.example.com/product/1093,https://www.example.com/images/product_1093.jpg,AeroStyle Jeans 153,4.2,723,2146,61%,759,Very satisfied,Synthetic,1-2 weeks,Jeans,Slow
https://www.example.com/product/1094,https://assets.example.com/product_1094.jpg,Bestseller,Flexura,₹1958,₹4492,56%,https://www.example.com/product/1094,https://www.example.com/images/product_1094.jpg,Flexura Footwear 735,3.6,1829,4492,56%,1869,Very satisfied,Synthetic,2-3 days,Footwear,Slow
https://www.example.com/product/1095,https://assets.example.com/product_1095.jpg,Limited Edition,VogueLift,₹1497,₹3924,61%,https://www.example.com/product/1095,https://www.example.com/images/product_1095.jpg,VogueLift Accessories 103,2.3,1342,3924,61%,1445,Average quality,Denim,1-2 weeks,Accessories,Moderate
https://www.example.com/product/1096,https://assets.example.com/product_1096.jpg,NEW,Flexura,₹3253,₹4519,28%,https://www.example.com/product/1096,https://www.example.com/images/product_1096.jpg,Flexura Handbags 362,3.7,3086,4519,28%,3184,Stylish and comfortable,Linen,5-7 days,Handbags,Slow
https://www.example.com/product/1097,https://assets.example.com/product_1097.jpg,TRENDING,Flexura,₹3167,₹5949,46%,https://www.example.com/product/1097,https://www.example.com/images/product_1097.jpg,Flexura Ethnicwear 720,1.5,3100,5949,46%,3126,Very satisfied,Polyester,5-7 days,Ethnicwear,Moderate
https://www.example.com/product/1098,https://assets.example.com/product_1098.jpg,NEW,UrbanEdge,₹3948,₹4395,10%,https://www.example.com/product/1098,https://www.example.com/images/product_1098.jpg,UrbanEdge Jeans 499,2.8,3863,4395,10%,3876,Value for money,Synthetic,1-2 weeks,Jeans,Fast
https://www.example.com/product/1099,https://assets.example.com/product_1099.jpg,NEW,UrbanEdge,₹1692,₹3275,48%,https://www.example.com/product/1099,https://www.example.com/images/product_1099.jpg,UrbanEdge Handbags 742,2.7,1524,3275,48%,1644,Value for money,Linen,5-7 days,Handbags,Slow
https://www.example.com/product/1100,https://assets.example.com/product_1100.jpg,BESTSELLER,NeoThreads,₹3135,₹4456,29%,https://www.example.com/product/1100,https://www.example.com/images/product_1100.jpg,NeoThreads Footwear 318,2.0,3062,4456,29%,3062,Excellent product!,Leather,4-5 days,Footwear,Fast
https://www.example.com/product/1101,https://assets.example.com/product_1101.jpg,NEW,NeoThreads,₹2614,₹4786,45%,https://www.example.com/product/1101,https://www.example.com/images/product_1101.jpg,NeoThreads T-Shirts 169,3.9,2463,4786,45%,2585,Not worth the price,Denim,1-2 weeks,T-Shirts,Slow
https://www.example.com/product/1102,https://assets.example.com/product_1102.jpg,Limited Edition,UrbanEdge,₹3136,₹3984,21%,https://www.example.com/product/1102,https://www.example.com/images/product_1102.jpg,UrbanEdge Jackets 120,2.1,2998,3984,21%,3106,Very satisfied,Leather,4-5 days,Jackets,Fast
https://www.example.com/product/1103,https://assets.example.com/product_1103.jpg,BESTSELLER,UrbanEdge,₹3725,₹4560,18%,https://www.example.com/product/1103,https://www.example.com/images/product_1103.jpg,UrbanEdge Handbags 891,4.7,3528,4560,18%,3655,Value for money,Silk,4-5 days,Handbags,Slow
https://www.example.com/product/1104,https://assets.example.com/product_1104.jpg,Bestseller,Flexura,₹473,₹1794,73%,https://www.example.com/product/1104,https://www.example.com/images/product_1104.jpg,Flexura Ethnicwear 323,4.5,366,1794,73%,414,Stylish and comfortable,Polyester,2-3 days,Ethnicwear,Slow
https://www.example.com/product/1105,https://assets.example.com/product_1105.jpg,TRENDING,NeoThreads,₹2561,₹5126,50%,https://www.example.com/product/1105,https://www.example.com/images/product_1105.jpg,NeoThreads Accessories 182,1.9,2468,5126,50%,2474,Highly recommended,Polyester,5-7 days,Accessories,Moderate
https://www.example.com/product/1106,https://assets.example.com/product_1106.jpg,NEW,Flexura,₹1900,₹3506,45%,https://www.example.com/product/1106,https://www.example.com/images/product_1106.jpg,Flexura Jeans 654,1.6,1759,3506,45%,1819,Very satisfied,Silk,2-3 days,Jeans,Slow
https://www.example.com/product/1107,https://assets.example.com/product_1107.jpg,Limited Edition,AeroStyle,₹3457,₹6036,42%,https://www.example.com/product/1107,https://www.example.com/images/product_1107.jpg,AeroStyle T-Shirts 461,1.5,3334,6036,42%,3405,Highly recommended,Leather,2-3 days,T-Shirts,Slow
https://www.example.com/product/1108,https://assets.example.com/product_1108.jpg,TRENDING,Luxora,₹3051,₹4721,35%,https://www.example.com/product/1108,https://www.example.com/images/product_1108.jpg,Luxora Ethnicwear 757,1.2,2992,4721,35%,3022,Very satisfied,Silk,4-5 days,Ethnicwear,Moderate
https://www.example.com/product/1109,https://assets.example.com/product_1109.jpg,NEW,VogueLift,₹1969,₹2574,23%,https://www.example.com/product/1109,https://www.example.com/images/product_1109.jpg,VogueLift Ethnicwear 328,4.1,1860,2574,23%,1927,Very satisfied,Cotton,5-7 days,Ethnicwear,Fast
https://www.example.com/product/1110,https://assets.example.com/product_1110.jpg,Bestseller,TruStep,₹2794,₹5260,46%,https://www.example.com/product/1110,https://www.example.com/images/product_1110.jpg,TruStep Jeans 679,1.5,2599,5260,46%,2723,Highly recommended,Leather,4-5 days,Jeans,Slow
https://www.example.com/product/1111,https://assets.example.com/product_1111.jpg,NEW,UrbanEdge,₹3838,₹6696,42%,https://www.example.com/product/1111,https://www.example.com/images/product_1111.jpg,UrbanEdge Accessories 869,1.8,3665,6696,42%,3794,Stylish and comfortable,Cotton,2-3 days,Accessories,Fast
https://www.example.com/product/1112,https://assets.example.com/product_1112.jpg,BESTSELLER,DenimCraft,₹1556,₹2859,45%,https://www.example.com/product/1112,https://www.example.com/images/product_1112.jpg,DenimCraft Jeans 593,3.1,1495,2859,45%,1523,Stylish and comfortable,Polyester,1-2 weeks,Jeans,Moderate
https://www.example.com/product/1113,https://assets.example.com/product_1113.jpg,TRENDING,VogueLift,₹960,₹3608,73%,https://www.example.com/product/1113,https://www.example.com/images/product_1113.jpg,VogueLift T-Shirts 521,2.2,809,3608,73%,910,Not worth the price,Nylon,4-5 days,T-Shirts,Fast
https://www.example.com/product/1114,https://assets.example.com/product_1114.jpg,NEW,TruStep,₹4261,₹4526,5%,https://www.example.com/product/1114,https://www.example.com/images/product_1114.jpg,TruStep Footwear 641,1.3,4085,4526,5%,4184,Average quality,Silk,5-7 days,Footwear,Fast
https://www.example.com/product/1115,https://assets.example.com/product_1115.jpg,NEW,Luxora,₹2345,₹4967,52%,https://www.example.com/product/1115,https://www.example.com/images/product_1115.jpg,Luxora Jackets 596,1.7,2238,4967,52%,2293,Average quality,Polyester,1-2 weeks,Jackets,Slow
https://www.example.com/product/1116,https://assets.example.com/product_1116.jpg,NEW,UrbanEdge,₹1946,₹3384,42%,https://www.example.com/product/1116,https://www.example.com/images/product_1116.jpg,UrbanEdge Accessories 987,4.2,1753,3384,42%,1924,Very satisfied,Nylon,5-7 days,Accessories,Slow
https://www.example.com/product/1117,https://assets.example.com/product_1117.jpg,NEW,VogueLift,₹2039,₹3980,48%,https://www.example.com/product/1117,https://www.example.com/images/product_1117.jpg,VogueLift Accessories 254,1.5,1957,3980,48%,1961,Stylish and comfortable,Cotton,2-3 days,Accessories,Moderate
https://www.example.com/product/1118,https://assets.example.com/product_1118.jpg,NEW,StrideMax,₹4989,₹7186,30%,https://www.example.com/product/1118,https://www.example.com/images/product_1118.jpg,StrideMax Dresses 119,3.7,4831,7186,30%,4896,Average quality,Silk,4-5 days,Dresses,Fast
https://www.example.com/product/1119,https://assets.example.com/product_1119.jpg,Limited Edition,AeroStyle,₹2030,₹3324,38%,https://www.example.com/product/1119,https://www.example.com/images/product_1119.jpg,AeroStyle Sportswear 236,2.8,1918,3324,38%,1968,Highly recommended,Cotton,1-2 weeks,Sportswear,Moderate
https://www.example.com/product/1120,https://assets.example.com/product_1120.jpg,BESTSELLER,VogueLift,₹4033,₹6718,39%,https://www.example.com/product/1120,https://www.example.com/images/product_1120.jpg,VogueLift Jeans 273,4.0,3870,6718,39%,3954,Highly recommended,Nylon,4-5 days,Jeans,Moderate
https://www.example.com/product/1121,https://assets.example.com/product_1121.jpg,Limited Edition,Luxora,₹4810,₹6554,26%,https://www.example.com/product/1121,https://www.example.com/images/product_1121.jpg,Luxora Jeans 824,4.6,4743,6554,26%,4721,Not worth the price,Polyester,4-5 days,Jeans,Slow
https://www.example.com/product/1122,https://assets.example.com/product_1122.jpg,NEW,NeoThreads,₹1010,₹2147,52%,https://www.example.com/product/1122,https://www.example.com/images/product_1122.jpg,NeoThreads Jackets 889,2.8,850,2147,52%,972,Excellent product!,Polyester,2-3 days,Jackets,Fast
https://www.example.com/product/1123,https://assets.example.com/product_1123.jpg,TRENDING,DenimCraft,₹1871,₹4450,57%,https://www.example.com/product/1123,https://www.example.com/images/product_1123.jpg,DenimCraft Ethnicwear 793,1.1,1681,4450,57%,1797,Average quality,Polyester,5-7 days,Ethnicwear,Fast
https://www.example.com/product/1124,https://assets.example.com/product_1124.jpg,Limited Edition,DenimCraft,₹2446,₹2953,17%,https://www.example.com/product/1124,https://www.example.com/images/product_1124.jpg,DenimCraft Accessories 465,2.9,2298,2953,17%,2394,Not worth the price,Cotton,5-7 days,Accessories,Moderate
https://www.example.com/product/1125,https://assets.example.com/product_1125.jpg,TRENDING,NeoThreads,₹3435,₹6262,45%,https://www.example.com/product/1125,https://www.example.com/images/product_1125.jpg,NeoThreads Jeans 228,4.9,3364,6262,45%,3409,Value for money,Linen,4-5 days,Jeans,Moderate
https://www.example.com/product/1126,https://assets.example.com/product_1126.jpg,TRENDING,StrideMax,₹3731,₹6441,42%,https://www.example.com/product/1126,https://www.example.com/images/product_1126.jpg,StrideMax Accessories 752,4.2,3641,6441,42%,3641,Very satisfied,Denim,1-2 weeks,Accessories,Moderate
https://www.example.com/product/1127,https://assets.example.com/product_1127.jpg,Limited Edition,Luxora,₹4572,₹5055,9%,https://www.example.com/product/1127,https://www.example.com/images/product_1127.jpg,Luxora Dresses 447,4.3,4398,5055,9%,4505,Stylish and comfortable,Linen,4-5 days,Dresses,Fast
https://www.example.com/product/1128,https://assets.example.com/product_1128.jpg,Bestseller,Flexura,₹331,₹1165,71%,https://www.example.com/product/1128,https://www.example.com/images/product_1128.jpg,Flexura Handbags 630,1.2,278,1165,71%,254,Average quality,Polyester,1-2 weeks,Handbags,Slow
https://www.example.com/product/1129,https://assets.example.com/product_1129.jpg,TRENDING,VogueLift,₹1447,₹2474,41%,https://www.example.com/product/1129,https://www.example.com/images/product_1129.jpg,VogueLift Ethnicwear 379,1.9,1280,2474,41%,1364,Could be better,Nylon,5-7 days,Ethnicwear,Slow
https://www.example.com/product/1130,https://assets.example.com/product_1130.jpg,Bestseller,TruStep,₹1679,₹1895,11%,https://www.example.com/product/1130,https://www.example.com/images/product_1130.jpg,TruStep Shirts 150,1.7,1521,1895,11%,1586,Could be better,Leather,5-7 days,Shirts,Fast
https://www.example.com/product/1131,https://assets.example.com/product_1131.jpg,BESTSELLER,Flexura,₹3089,₹3592,14%,https://www.example.com/product/1131,https://www.example.com/images/product_1131.jpg,Flexura Footwear 323,1.8,3035,3592,14%,3050,Average quality,Denim,2-3 days,Footwear,Slow
https://www.example.com/product/1132,https://assets.example.com/product_1132.jpg,BESTSELLER,ZyraWear,₹3868,₹6825,43%,https://www.example.com/product/1132,https://www.example.com/images/product_1132.jpg,ZyraWear Handbags 940,4.4,3677,6825,43%,3799,Could be better,Denim,5-7 days,Handbags,Moderate
https://www.example.com/product/1133,https://assets.example.com/product_1133.jpg,BESTSELLER,DenimCraft,₹470,₹2110,77%,https://www.example.com/product/1133,https://www.example.com/images/product_1133.jpg,DenimCraft Shirts 401,3.0,419,2110,77%,424,Not worth the price,Synthetic,5-7 days,Shirts,Moderate
https://www.example.com/product/1134,https://assets.example.com/product_1134.jpg,Bestseller,VogueLift,₹1828,₹2898,36%,https://www.example.com/product/1134,https://www.example.com/images/product_1134.jpg,VogueLift Footwear 950,1.4,1714,2898,36%,1742,Very satisfied,Nylon,4-5 days,Footwear,Slow
https://www.example.com/product/1135,https://assets.example.com/product_1135.jpg,NEW,TruStep,₹4856,₹6208,21%,https://www.example.com/product/1135,https://www.example.com/images/product_1135.jpg,TruStep Jeans 318,3.9,4793,6208,21%,4784,Value for money,Nylon,2-3 days,Jeans,Slow
https://www.example.com/product/1136,https://assets.example.com/product_1136.jpg,Limited Edition,ZyraWear,₹3743,₹5916,36%,https://www.example.com/product/1136,https://www.example.com/images/product_1136.jpg,ZyraWear Handbags 338,1.4,3636,5916,36%,3686,Could be better,Nylon,5-7 days,Handbags,Fast
https://www.example.com/product/1137,https://assets.example.com/product_1137.jpg,Limited Edition,VogueLift,₹621,₹3078,79%,https://www.example.com/product/1137,https://www.example.com/images/product_1137.jpg,VogueLift Jackets 200,2.3,484,3078,79%,547,Not worth the price,Linen,2-3 days,Jackets,Slow
https://www.example.com/product/1138,https://assets.example.com/product_1138.jpg,TRENDING,UrbanEdge,₹2260,₹4329,47%,https://www.example.com/product/1138,https://www.example.com/images/product_1138.jpg,UrbanEdge Sportswear 780,4.3,2123,4329,47%,2183,Stylish and comfortable,Denim,2-3 days,Sportswear,Fast
https://www.example.com/product/1139,https://assets.example.com/product_1139.jpg,Limited Edition,ZyraWear,₹1367,₹2716,49%,https://www.example.com/product/1139,https://www.example.com/images/product_1139.jpg,ZyraWear Jeans 275,3.9,1277,2716,49%,1283,Average quality,Linen,2-3 days,Jeans,Fast
https://www.example.com/product/1140,https://assets.example.com/product_1140.jpg,BESTSELLER,Luxora,₹1003,₹2006,50%,https://www.example.com/product/1140,https://www.example.com/images/product_1140.jpg,Luxora Ethnicwear 160,3.2,883,2006,50%,972,Highly recommended,Linen,5-7 days,Ethnicwear,Slow
https://www.example.com/product/1141,https://assets.example.com/product_1141.jpg,BESTSELLER,DenimCraft,₹4775,₹7620,37%,https://www.example.com/product/1141,https://www.example.com/images/product_1141.jpg,DenimCraft Handbags 698,3.0,4696,7620,37%,4726,Not worth the price,Linen,4-5 days,Handbags,Slow
https://www.example.com/product/1142,https://assets.example.com/product_1142.jpg,Limited Edition,AeroStyle,₹1998,₹4309,53%,https://www.example.com/product/1142,https://www.example.com/images/product_1142.jpg,AeroStyle T-Shirts 705,4.8,1885,4309,53%,1916,Not worth the price,Cotton,4-5 days,T-Shirts,Fast
https://www.example.com/product/1143,https://assets.example.com/product_1143.jpg,Limited Edition,UrbanEdge,₹1654,₹2214,25%,https://www.example.com/product/1143,https://www.example.com/images/product_1143.jpg,UrbanEdge Accessories 805,4.9,1513,2214,25%,1584,Could be better,Silk,4-5 days,Accessories,Fast
https://www.example.com/product/1144,https://assets.example.com/product_1144.jpg,NEW,VogueLift,₹1670,₹3804,56%,https://www.example.com/product/1144,https://www.example.com/images/product_1144.jpg,VogueLift Accessories 963,2.9,1478,3804,56%,1602,Could be better,Silk,1-2 weeks,Accessories,Fast
https://www.example.com/product/1145,https://assets.example.com/product_1145.jpg,Limited Edition,UrbanEdge,₹3024,₹5411,44%,https://www.example.com/product/1145,https://www.example.com/images/product_1145.jpg,UrbanEdge Shirts 481,4.6,2905,5411,44%,2991,Average quality,Silk,1-2 weeks,Shirts,Moderate
https://www.example.com/product/1146,https://assets.example.com/product_1146.jpg,BESTSELLER,VogueLift,₹2688,₹3581,24%,https://www.example.com/product/1146,https://www.example.com/images/product_1146.jpg,VogueLift Ethnicwear 984,3.9,2616,3581,24%,2610,Not worth the price,Silk,1-2 weeks,Ethnicwear,Fast
https://www.example.com/product/1147,https://assets.example.com/product_1147.jpg,NEW,ZyraWear,₹1110,₹3301,66%,https://www.example.com/product/1147,https://www.example.com/images/product_1147.jpg,ZyraWear Handbags 522,3.1,1053,3301,66%,1061,Value for money,Leather,2-3 days,Handbags,Fast
https://www.example.com/product/1148,https://assets.example.com/product_1148.jpg,Bestseller,AeroStyle,₹1752,₹2204,20%,https://www.example.com/product/1148,https://www.example.com/images/product_1148.jpg,AeroStyle Ethnicwear 108,2.6,1632,2204,20%,1702,Average quality,Synthetic,4-5 days,Ethnicwear,Slow
https://www.example.com/product/1149,https://assets.example.com/product_1149.jpg,NEW,DenimCraft,₹3519,₹3823,7%,https://www.example.com/product/1149,https://www.example.com/images/product_1149.jpg,DenimCraft Footwear 438,4.0,3465,3823,7%,3478,Very satisfied,Denim,5-7 days,Footwear,Fast
https://www.example.com/product/1150,https://assets.example.com/product_1150.jpg,TRENDING,StrideMax,₹1961,₹4867,59%,https://www.example.com/product/1150,https://www.example.com/images/product_1150.jpg,StrideMax Shirts 348,3.7,1789,4867,59%,1893,Stylish and comfortable,Leather,2-3 days,Shirts,Moderate
https://www.example.com/product/1151,https://assets.example.com/product_1151.jpg,NEW,NeoThreads,₹2024,₹2775,27%,https://www.example.com/product/1151,https://www.example.com/images/product_1151.jpg,NeoThreads Jackets 715,4.6,1903,2775,27%,1947,Could be better,Nylon,4-5 days,Jackets,Moderate
